"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 24 17:19:05 GMT 2021","Sun Oct 24 17:19:14 GMT 2021","8205","","behave","","","","turn on light",""
"passed","Sun Oct 24 17:19:14 GMT 2021","Sun Oct 24 17:19:15 GMT 2021","345","","behave","","","","decrease light brightness",""
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Sun Oct 24 17:19:02 GMT 2021","Sun Oct 24 17:19:03 GMT 2021","1080","","behave","","","","read sensor",""
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Sun Oct 24 17:19:14 GMT 2021","Sun Oct 24 17:19:14 GMT 2021","389","","behave","","","","increase light brightness",""
"passed","Sun Oct 24 17:19:14 GMT 2021","Sun Oct 24 17:19:14 GMT 2021","412","","behave","","","","set light brightness",""
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Sun Oct 24 17:19:04 GMT 2021","Sun Oct 24 17:19:04 GMT 2021","395","","behave","","","","toggle off switch",""
"passed","Sun Oct 24 17:19:04 GMT 2021","Sun Oct 24 17:19:04 GMT 2021","391","","behave","","","","toggle on switch",""
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Sun Oct 24 17:19:23 GMT 2021","Sun Oct 24 17:19:24 GMT 2021","811","","behave","","","","set climate temperature",""
"passed","Sun Oct 24 17:19:16 GMT 2021","Sun Oct 24 17:19:23 GMT 2021","7454","","behave","","","","tracker",""
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","5","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Sun Oct 24 17:19:15 GMT 2021","Sun Oct 24 17:19:16 GMT 2021","669","","behave","","","","turn off light",""
"failed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Sun Oct 24 17:19:16 GMT 2021","Sun Oct 24 17:19:16 GMT 2021","370","","behave","","","","triger automation",""
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","31","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Sun Oct 24 17:19:24 GMT 2021","Sun Oct 24 17:19:25 GMT 2021","578","","behave","","","","add item",""
"passed","Sun Oct 24 17:19:03 GMT 2021","Sun Oct 24 17:19:04 GMT 2021","386","","behave","","","","turn on switch",""
"passed","Sun Oct 24 17:19:04 GMT 2021","Sun Oct 24 17:19:05 GMT 2021","1011","","behave","","","","turn off switch",""
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Sun Oct 24 17:18:58 GMT 2021","Sun Oct 24 17:18:58 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
