"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 11 18:29:36 GMT 2021","Mon Oct 11 18:29:37 GMT 2021","589","","","","","","add item",""
"passed","Mon Oct 11 18:29:18 GMT 2021","Mon Oct 11 18:29:26 GMT 2021","8227","","","","","","turn on light",""
"passed","Mon Oct 11 18:29:16 GMT 2021","Mon Oct 11 18:29:16 GMT 2021","379","","","","","","turn on switch",""
"passed","Mon Oct 11 18:29:27 GMT 2021","Mon Oct 11 18:29:27 GMT 2021","334","","","","","","decrease light brightness",""
"passed","Mon Oct 11 18:29:26 GMT 2021","Mon Oct 11 18:29:27 GMT 2021","379","","","","","","increase light brightness",""
"passed","Mon Oct 11 18:29:16 GMT 2021","Mon Oct 11 18:29:17 GMT 2021","377","","","","","","toggle on switch",""
"passed","Mon Oct 11 18:29:27 GMT 2021","Mon Oct 11 18:29:28 GMT 2021","676","","","","","","turn off light",""
"passed","Mon Oct 11 18:29:16 GMT 2021","Mon Oct 11 18:29:16 GMT 2021","379","","","","","","toggle off switch",""
"passed","Mon Oct 11 18:29:17 GMT 2021","Mon Oct 11 18:29:18 GMT 2021","1025","","","","","","turn off switch",""
"passed","Mon Oct 11 18:29:28 GMT 2021","Mon Oct 11 18:29:36 GMT 2021","7517","","","","","","tracker",""
"passed","Mon Oct 11 18:29:28 GMT 2021","Mon Oct 11 18:29:28 GMT 2021","348","","","","","","triger automation",""
"passed","Mon Oct 11 18:29:36 GMT 2021","Mon Oct 11 18:29:36 GMT 2021","781","","","","","","set climate temperature",""
"passed","Mon Oct 11 18:29:26 GMT 2021","Mon Oct 11 18:29:26 GMT 2021","383","","","","","","set light brightness",""
"passed","Mon Oct 11 18:29:15 GMT 2021","Mon Oct 11 18:29:16 GMT 2021","945","","","","","","read sensor",""
