"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 11 21:44:59 GMT 2021","Mon Oct 11 21:44:59 GMT 2021","374","","","","","","increase light brightness",""
"passed","Mon Oct 11 21:45:00 GMT 2021","Mon Oct 11 21:45:00 GMT 2021","345","","","","","","triger automation",""
"passed","Mon Oct 11 21:44:58 GMT 2021","Mon Oct 11 21:44:59 GMT 2021","347","","","","","","set light brightness",""
"passed","Mon Oct 11 21:45:00 GMT 2021","Mon Oct 11 21:45:08 GMT 2021","7568","","","","","","tracker",""
"passed","Mon Oct 11 21:45:09 GMT 2021","Mon Oct 11 21:45:09 GMT 2021","599","","","","","","add item",""
"passed","Mon Oct 11 21:44:59 GMT 2021","Mon Oct 11 21:45:00 GMT 2021","677","","","","","","turn off light",""
"passed","Mon Oct 11 21:44:50 GMT 2021","Mon Oct 11 21:44:58 GMT 2021","8275","","","","","","turn on light",""
"passed","Mon Oct 11 21:44:48 GMT 2021","Mon Oct 11 21:44:49 GMT 2021","343","","","","","","toggle off switch",""
"passed","Mon Oct 11 21:44:49 GMT 2021","Mon Oct 11 21:44:50 GMT 2021","1013","","","","","","turn off switch",""
"passed","Mon Oct 11 21:44:49 GMT 2021","Mon Oct 11 21:44:49 GMT 2021","376","","","","","","toggle on switch",""
"passed","Mon Oct 11 21:44:47 GMT 2021","Mon Oct 11 21:44:48 GMT 2021","959","","","","","","read sensor",""
"passed","Mon Oct 11 21:45:08 GMT 2021","Mon Oct 11 21:45:09 GMT 2021","773","","","","","","set climate temperature",""
"passed","Mon Oct 11 21:44:48 GMT 2021","Mon Oct 11 21:44:48 GMT 2021","372","","","","","","turn on switch",""
"passed","Mon Oct 11 21:44:59 GMT 2021","Mon Oct 11 21:44:59 GMT 2021","334","","","","","","decrease light brightness",""
