"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 10 09:42:46 GMT 2021","Sun Oct 10 09:42:47 GMT 2021","385","","","","","","turn on switch",""
"failed","Sun Oct 10 09:43:19 GMT 2021","Sun Oct 10 09:43:40 GMT 2021","20605","","","","","","tracker",""
"passed","Sun Oct 10 09:42:47 GMT 2021","Sun Oct 10 09:42:48 GMT 2021","630","","","","","","toggle on switch",""
"passed","Sun Oct 10 09:42:42 GMT 2021","Sun Oct 10 09:42:46 GMT 2021","4398","","","","","","read sensor",""
"passed","Sun Oct 10 09:43:19 GMT 2021","Sun Oct 10 09:43:19 GMT 2021","344","","","","","","triger automation",""
"passed","Sun Oct 10 09:42:56 GMT 2021","Sun Oct 10 09:42:57 GMT 2021","835","","","","","","turn on light",""
"passed","Sun Oct 10 09:43:19 GMT 2021","Sun Oct 10 09:43:19 GMT 2021","340","","","","","","turn off light",""
"passed","Sun Oct 10 09:43:18 GMT 2021","Sun Oct 10 09:43:19 GMT 2021","345","","","","","","decrease light brightness",""
"failed","Sun Oct 10 09:42:57 GMT 2021","Sun Oct 10 09:43:18 GMT 2021","20606","","","","","","set light brightness",""
"passed","Sun Oct 10 09:43:40 GMT 2021","Sun Oct 10 09:43:41 GMT 2021","329","","","","","","add item",""
"passed","Sun Oct 10 09:42:48 GMT 2021","Sun Oct 10 09:42:56 GMT 2021","8603","","","","","","turn off switch",""
"passed","Sun Oct 10 09:43:40 GMT 2021","Sun Oct 10 09:43:40 GMT 2021","342","","","","","","set climate temperature",""
"passed","Sun Oct 10 09:43:18 GMT 2021","Sun Oct 10 09:43:18 GMT 2021","346","","","","","","increase light brightness",""
"passed","Sun Oct 10 09:42:47 GMT 2021","Sun Oct 10 09:42:47 GMT 2021","391","","","","","","toggle off switch",""
