"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 06 20:23:39 GMT 2021","Wed Oct 06 20:23:40 GMT 2021","683","","","","","","set climate temperature",""
"passed","Wed Oct 06 20:23:30 GMT 2021","Wed Oct 06 20:23:37 GMT 2021","7220","","","","","","turn off light",""
"passed","Wed Oct 06 20:23:29 GMT 2021","Wed Oct 06 20:23:29 GMT 2021","356","","","","","","set light brightness",""
"passed","Wed Oct 06 20:23:18 GMT 2021","Wed Oct 06 20:23:18 GMT 2021","348","","","","","","turn on switch",""
"passed","Wed Oct 06 20:23:37 GMT 2021","Wed Oct 06 20:23:38 GMT 2021","1349","","","","","","triger automation",""
"passed","Wed Oct 06 20:23:28 GMT 2021","Wed Oct 06 20:23:29 GMT 2021","683","","","","","","turn on light",""
"passed","Wed Oct 06 20:23:30 GMT 2021","Wed Oct 06 20:23:30 GMT 2021","359","","","","","","decrease light brightness",""
"passed","Wed Oct 06 20:23:38 GMT 2021","Wed Oct 06 20:23:39 GMT 2021","713","","","","","","tracker",""
"passed","Wed Oct 06 20:23:14 GMT 2021","Wed Oct 06 20:23:18 GMT 2021","3693","","","","","","read sensor",""
"passed","Wed Oct 06 20:23:18 GMT 2021","Wed Oct 06 20:23:19 GMT 2021","348","","","","","","toggle off switch",""
"passed","Wed Oct 06 20:23:19 GMT 2021","Wed Oct 06 20:23:20 GMT 2021","1018","","","","","","toggle on switch",""
"passed","Wed Oct 06 20:23:20 GMT 2021","Wed Oct 06 20:23:28 GMT 2021","8305","","","","","","turn off switch",""
"passed","Wed Oct 06 20:23:40 GMT 2021","Wed Oct 06 20:23:40 GMT 2021","356","","","","","","add item",""
"passed","Wed Oct 06 20:23:29 GMT 2021","Wed Oct 06 20:23:30 GMT 2021","673","","","","","","increase light brightness",""
