"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Oct 02 21:18:03 GMT 2021","Sat Oct 02 21:18:23 GMT 2021","20606","","","","","","increase light brightness",""
"passed","Sat Oct 02 21:18:44 GMT 2021","Sat Oct 02 21:18:44 GMT 2021","347","","","","","","turn off light",""
"passed","Sat Oct 02 21:17:31 GMT 2021","Sat Oct 02 21:17:32 GMT 2021","398","","","","","","turn on switch",""
"passed","Sat Oct 02 21:17:32 GMT 2021","Sat Oct 02 21:17:32 GMT 2021","392","","","","","","toggle off switch",""
"failed","Sat Oct 02 21:18:23 GMT 2021","Sat Oct 02 21:18:44 GMT 2021","20605","","","","","","decrease light brightness",""
"failed","Sat Oct 02 21:17:42 GMT 2021","Sat Oct 02 21:18:03 GMT 2021","20606","","","","","","set light brightness",""
"passed","Sat Oct 02 21:18:44 GMT 2021","Sat Oct 02 21:18:45 GMT 2021","335","","","","","","triger automation",""
"failed","Sat Oct 02 21:18:45 GMT 2021","Sat Oct 02 21:19:05 GMT 2021","20605","","","","","","tracker",""
"passed","Sat Oct 02 21:17:32 GMT 2021","Sat Oct 02 21:17:33 GMT 2021","627","","","","","","toggle on switch",""
"passed","Sat Oct 02 21:17:41 GMT 2021","Sat Oct 02 21:17:42 GMT 2021","759","","","","","","turn on light",""
"passed","Sat Oct 02 21:19:05 GMT 2021","Sat Oct 02 21:19:06 GMT 2021","328","","","","","","add item",""
"passed","Sat Oct 02 21:19:05 GMT 2021","Sat Oct 02 21:19:05 GMT 2021","341","","","","","","set climate temperature",""
"passed","Sat Oct 02 21:17:33 GMT 2021","Sat Oct 02 21:17:41 GMT 2021","8613","","","","","","turn off switch",""
"passed","Sat Oct 02 21:17:27 GMT 2021","Sat Oct 02 21:17:31 GMT 2021","3877","","","","","","read sensor",""
