"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 28 21:54:26 GMT 2021","Thu Oct 28 21:54:26 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Thu Oct 28 21:54:51 GMT 2021","Thu Oct 28 21:54:52 GMT 2021","670","","behave","","","","add item",""
"passed","Thu Oct 28 21:54:51 GMT 2021","Thu Oct 28 21:54:51 GMT 2021","454","","behave","","","","set climate temperature",""
"passed","Thu Oct 28 21:54:26 GMT 2021","Thu Oct 28 21:54:26 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Thu Oct 28 21:54:41 GMT 2021","Thu Oct 28 21:54:42 GMT 2021","690","","behave","","","","increase light brightness",""
"passed","Thu Oct 28 21:54:31 GMT 2021","Thu Oct 28 21:54:32 GMT 2021","1022","","behave","","","","toggle on switch",""
"passed","Thu Oct 28 21:54:26 GMT 2021","Thu Oct 28 21:54:26 GMT 2021","28","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Thu Oct 28 21:54:26 GMT 2021","Thu Oct 28 21:54:26 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Thu Oct 28 21:54:30 GMT 2021","Thu Oct 28 21:54:30 GMT 2021","341","","behave","","","","climate sensor",""
"passed","Thu Oct 28 21:54:29 GMT 2021","Thu Oct 28 21:54:30 GMT 2021","906","","behave","","","","default sensor",""
"passed","Thu Oct 28 21:54:26 GMT 2021","Thu Oct 28 21:54:26 GMT 2021","3","unittests","test_haclient","TestHaClient","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Thu Oct 28 21:54:50 GMT 2021","Thu Oct 28 21:54:51 GMT 2021","953","","behave","","","","tracker",""
"passed","Thu Oct 28 21:54:30 GMT 2021","Thu Oct 28 21:54:31 GMT 2021","390","","behave","","","","toggle off switch",""
"passed","Thu Oct 28 21:54:40 GMT 2021","Thu Oct 28 21:54:41 GMT 2021","725","","behave","","","","turn on light",""
"passed","Thu Oct 28 21:54:30 GMT 2021","Thu Oct 28 21:54:30 GMT 2021","388","","behave","","","","turn on switch",""
"passed","Thu Oct 28 21:54:42 GMT 2021","Thu Oct 28 21:54:42 GMT 2021","340","","behave","","","","decrease light brightness",""
"passed","Thu Oct 28 21:54:42 GMT 2021","Thu Oct 28 21:54:49 GMT 2021","6867","","behave","","","","turn off light",""
"passed","Thu Oct 28 21:54:49 GMT 2021","Thu Oct 28 21:54:50 GMT 2021","1032","","behave","","","","triger automation",""
"passed","Thu Oct 28 21:54:26 GMT 2021","Thu Oct 28 21:54:26 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Thu Oct 28 21:54:26 GMT 2021","Thu Oct 28 21:54:26 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Thu Oct 28 21:54:26 GMT 2021","Thu Oct 28 21:54:26 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_six","Test regex parsing user inputted url as ip v4 address"
"passed","Thu Oct 28 21:54:32 GMT 2021","Thu Oct 28 21:54:40 GMT 2021","8255","","behave","","","","turn off switch",""
"passed","Thu Oct 28 21:54:41 GMT 2021","Thu Oct 28 21:54:41 GMT 2021","343","","behave","","","","set light brightness",""
