"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 13 22:11:38 GMT 2021","Wed Oct 13 22:11:38 GMT 2021","23","unittests","test_haclient","TestHaClient","","","test_light_nossl",""
"failed","Wed Oct 13 22:11:38 GMT 2021","Wed Oct 13 22:11:38 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights",""
"passed","Wed Oct 13 22:11:38 GMT 2021","Wed Oct 13 22:11:38 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity",""
"passed","Wed Oct 13 22:11:38 GMT 2021","Wed Oct 13 22:11:38 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl",""
"passed","Wed Oct 13 22:11:38 GMT 2021","Wed Oct 13 22:11:38 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port",""
