2021-10-23 09:29:58.375 | INFO     |  5657 | __main__:main:50 | Starting message bus service...
2021-10-23 09:29:58.375 | INFO     |  5657 | mycroft.messagebus.load_config:load_message_bus_config:33 | Loading message bus configs
2021-10-23 09:29:58.382 | INFO     |  5657 | __main__:on_ready:37 | Message bus service started!
2021-10-23 09:29:58.384 | INFO     |  5657 | tornado.access | 101 GET /core (127.0.0.1) 0.65ms
2021-10-23 09:29:58.475 | INFO     |  5657 | tornado.access | 101 GET /core (127.0.0.1) 0.49ms
2021-10-23 09:29:58.502 | INFO     |  5657 | tornado.access | 101 GET /core (127.0.0.1) 0.49ms
2021-10-23 09:29:58.567 | INFO     |  5657 | tornado.access | 101 GET /core (127.0.0.1) 0.66ms
2021-10-23 09:30:03.339 | INFO     |  5657 | tornado.access | 101 GET /core (127.0.0.1) 0.54ms
2021-10-23 09:31:13.552 | INFO     |  5657 | tornado.access | 101 GET /core (127.0.0.1) 0.43ms
2021-10-23 09:31:13.584 | INFO     |  5657 | tornado.access | 101 GET /core (127.0.0.1) 0.48ms
2021-10-23 09:31:53.901 | INFO     |  5657 | __main__:on_stopping:45 | Message bus is shutting down...
