"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 14 20:35:44 GMT 2021","Thu Oct 14 20:35:45 GMT 2021","337","","behave","","","","set climate temperature",""
"failed","Thu Oct 14 20:35:24 GMT 2021","Thu Oct 14 20:35:44 GMT 2021","20606","","behave","","","","tracker",""
"passed","Thu Oct 14 20:35:11 GMT 2021","Thu Oct 14 20:35:12 GMT 2021","1013","","behave","","","","turn off switch",""
"passed","Thu Oct 14 20:35:20 GMT 2021","Thu Oct 14 20:35:21 GMT 2021","419","","behave","","","","set light brightness",""
"passed","Thu Oct 14 20:35:22 GMT 2021","Thu Oct 14 20:35:23 GMT 2021","933","","behave","","","","turn off light",""
"passed","Thu Oct 14 20:35:07 GMT 2021","Thu Oct 14 20:35:10 GMT 2021","3165","","behave","","","","read sensor",""
"passed","Thu Oct 14 20:35:21 GMT 2021","Thu Oct 14 20:35:21 GMT 2021","622","","behave","","","","increase light brightness",""
"passed","Thu Oct 14 20:35:10 GMT 2021","Thu Oct 14 20:35:11 GMT 2021","385","","behave","","","","turn on switch",""
"passed","Thu Oct 14 20:35:12 GMT 2021","Thu Oct 14 20:35:20 GMT 2021","7942","","behave","","","","turn on light",""
"passed","Thu Oct 14 20:35:23 GMT 2021","Thu Oct 14 20:35:24 GMT 2021","1030","","behave","","","","triger automation",""
"passed","Thu Oct 14 20:35:11 GMT 2021","Thu Oct 14 20:35:11 GMT 2021","344","","behave","","","","toggle off switch",""
"passed","Thu Oct 14 20:35:11 GMT 2021","Thu Oct 14 20:35:11 GMT 2021","333","","behave","","","","toggle on switch",""
"passed","Thu Oct 14 20:35:21 GMT 2021","Thu Oct 14 20:35:22 GMT 2021","416","","behave","","","","decrease light brightness",""
"passed","Thu Oct 14 20:35:45 GMT 2021","Thu Oct 14 20:35:45 GMT 2021","328","","behave","","","","add item",""
