"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Oct 09 20:54:01 GMT 2021","Sat Oct 09 20:54:22 GMT 2021","20607","","","","","","toggle off switch",""
"failed","Sat Oct 09 20:53:40 GMT 2021","Sat Oct 09 20:54:01 GMT 2021","20607","","","","","","turn on switch",""
"passed","Sat Oct 09 20:56:26 GMT 2021","Sat Oct 09 20:56:26 GMT 2021","332","","","","","","triger automation",""
"failed","Sat Oct 09 20:55:03 GMT 2021","Sat Oct 09 20:55:24 GMT 2021","20606","","","","","","set light brightness",""
"passed","Sat Oct 09 20:56:26 GMT 2021","Sat Oct 09 20:56:26 GMT 2021","381","","","","","","tracker",""
"passed","Sat Oct 09 20:53:36 GMT 2021","Sat Oct 09 20:53:40 GMT 2021","4287","","","","","","read sensor",""
"failed","Sat Oct 09 20:55:24 GMT 2021","Sat Oct 09 20:55:44 GMT 2021","20609","","","","","","increase light brightness",""
"passed","Sat Oct 09 20:56:47 GMT 2021","Sat Oct 09 20:56:47 GMT 2021","326","","","","","","add item",""
"failed","Sat Oct 09 20:56:26 GMT 2021","Sat Oct 09 20:56:47 GMT 2021","20607","","","","","","set climate temperature",""
"passed","Sat Oct 09 20:55:03 GMT 2021","Sat Oct 09 20:55:03 GMT 2021","380","","","","","","turn on light",""
"failed","Sat Oct 09 20:55:44 GMT 2021","Sat Oct 09 20:56:05 GMT 2021","20606","","","","","","decrease light brightness",""
"failed","Sat Oct 09 20:54:22 GMT 2021","Sat Oct 09 20:54:42 GMT 2021","20606","","","","","","toggle on switch",""
"failed","Sat Oct 09 20:54:42 GMT 2021","Sat Oct 09 20:55:03 GMT 2021","20606","","","","","","turn off switch",""
"failed","Sat Oct 09 20:56:05 GMT 2021","Sat Oct 09 20:56:26 GMT 2021","20607","","","","","","turn off light",""
