"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 02 18:16:04 GMT 2021","Sat Oct 02 18:16:04 GMT 2021","345","","","","","","turn off light",""
"failed","Sat Oct 02 18:15:23 GMT 2021","Sat Oct 02 18:15:43 GMT 2021","20605","","","","","","increase light brightness",""
"failed","Sat Oct 02 18:16:05 GMT 2021","Sat Oct 02 18:16:25 GMT 2021","20606","","","","","","tracker",""
"passed","Sat Oct 02 18:16:26 GMT 2021","Sat Oct 02 18:16:26 GMT 2021","325","","","","","","add item",""
"passed","Sat Oct 02 18:14:52 GMT 2021","Sat Oct 02 18:14:53 GMT 2021","628","","","","","","toggle on switch",""
"passed","Sat Oct 02 18:14:52 GMT 2021","Sat Oct 02 18:14:52 GMT 2021","384","","","","","","turn on switch",""
"failed","Sat Oct 02 18:15:43 GMT 2021","Sat Oct 02 18:16:04 GMT 2021","20606","","","","","","decrease light brightness",""
"passed","Sat Oct 02 18:16:25 GMT 2021","Sat Oct 02 18:16:26 GMT 2021","339","","","","","","set climate temperature",""
"passed","Sat Oct 02 18:14:54 GMT 2021","Sat Oct 02 18:15:02 GMT 2021","7996","","","","","","turn on light",""
"failed","Sat Oct 02 18:14:31 GMT 2021","Sat Oct 02 18:14:52 GMT 2021","20609","","","","","","read sensor",""
"passed","Sat Oct 02 18:14:52 GMT 2021","Sat Oct 02 18:14:52 GMT 2021","391","","","","","","toggle off switch",""
"passed","Sat Oct 02 18:16:04 GMT 2021","Sat Oct 02 18:16:05 GMT 2021","339","","","","","","triger automation",""
"passed","Sat Oct 02 18:14:53 GMT 2021","Sat Oct 02 18:14:54 GMT 2021","1012","","","","","","turn off switch",""
"failed","Sat Oct 02 18:15:02 GMT 2021","Sat Oct 02 18:15:23 GMT 2021","20605","","","","","","set light brightness",""
