"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 03 19:13:41 GMT 2021","Sun Oct 03 19:13:50 GMT 2021","8597","","","","","","turn off switch",""
"passed","Sun Oct 03 19:13:52 GMT 2021","Sun Oct 03 19:13:53 GMT 2021","1014","","","","","","turn off light",""
"passed","Sun Oct 03 19:14:20 GMT 2021","Sun Oct 03 19:14:20 GMT 2021","348","","","","","","set climate temperature",""
"passed","Sun Oct 03 19:13:40 GMT 2021","Sun Oct 03 19:13:41 GMT 2021","624","","","","","","toggle on switch",""
"passed","Sun Oct 03 19:13:40 GMT 2021","Sun Oct 03 19:13:40 GMT 2021","402","","","","","","toggle off switch",""
"passed","Sun Oct 03 19:13:50 GMT 2021","Sun Oct 03 19:13:50 GMT 2021","777","","","","","","turn on light",""
"passed","Sun Oct 03 19:13:51 GMT 2021","Sun Oct 03 19:13:52 GMT 2021","415","","","","","","decrease light brightness",""
"passed","Sun Oct 03 19:13:53 GMT 2021","Sun Oct 03 19:13:59 GMT 2021","6339","","","","","","triger automation",""
"failed","Sun Oct 03 19:13:59 GMT 2021","Sun Oct 03 19:14:20 GMT 2021","20607","","","","","","tracker",""
"passed","Sun Oct 03 19:13:51 GMT 2021","Sun Oct 03 19:13:51 GMT 2021","628","","","","","","increase light brightness",""
"passed","Sun Oct 03 19:13:50 GMT 2021","Sun Oct 03 19:13:51 GMT 2021","351","","","","","","set light brightness",""
"passed","Sun Oct 03 19:13:40 GMT 2021","Sun Oct 03 19:13:40 GMT 2021","396","","","","","","turn on switch",""
"passed","Sun Oct 03 19:13:35 GMT 2021","Sun Oct 03 19:13:40 GMT 2021","4560","","","","","","read sensor",""
"passed","Sun Oct 03 19:14:20 GMT 2021","Sun Oct 03 19:14:20 GMT 2021","332","","","","","","add item",""
